"Mã khách hàng","Tên khách hàng","Ngày xuất hóa đơn","Ngày chốt chỉ số","Ngày thanh toán","Kỳ","Doanh thu","Số tiền sau thuế","Sản lượng","Sản lượng phản kháng","Đính kèm","Địa chỉ","Địa chỉ: Địa chỉ KCN"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","30/06/2024","30/06/2024","12/07/2024","1","41.269.260 ₫","44.570.801 ₫","20.040",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","30/06/2024","30/06/2024","05/07/2024","3","135.210.108 ₫","135.210.108 ₫","66.492",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","30/06/2024","30/06/2024","04/07/2024","3","12.956.799 ₫","13.993.343 ₫","6.406",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-004","CÔNG TY TNHH HANA E&C","30/06/2024","30/06/2024","08/07/2024","1","6.888.709 ₫","7.439.806 ₫","3.431",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-005","CÔNG TY CỔ PHẦN FTA E&C VIỆT NAM","30/06/2024","30/06/2024","08/07/2024","1","12.139.643 ₫","13.110.814 ₫","6.157",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-006","CÔNG TY CỔ PHẦN THIẾT KẾ VÀ XÂY DỰNG GIZA VIỆT NAM","30/06/2024","30/06/2024","05/07/2024","1","11.588.916 ₫","12.516.029 ₫","5.764",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","30/06/2024","30/06/2024","05/07/2024","3","39.003.960 ₫","42.124.277 ₫","21.510",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-002","CÔNG TY TNHH QUỐC TẾ THỊNH VƯỢNG","30/06/2024","30/06/2024","05/06/2024","1","15.938.281 ₫","17.213.343 ₫","7.799",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","30/06/2024","30/06/2024","05/07/2024","2","102.849.772 ₫","111.077.754 ₫","48.668",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","30/06/2024","30/06/2024","04/07/2024","1","180.811.478 ₫","195.276.396 ₫","83.422",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-007","CÔNG TY TNHH SINHER TECHNOLOGY VIỆT NAM","30/06/2024","30/06/2024","08/07/2024","3","4.702.352 ₫","4.702.352 ₫","2.148",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/06/2024","20/06/2024","25/06/2024","2","141.885.582 ₫","141.885.582 ₫","70.398",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","20/06/2024","20/06/2024","29/06/2024","2","15.371.382 ₫","16.601.093 ₫","7.543",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","20/06/2024","20/06/2024","25/06/2024","2","51.596.670 ₫","55.724.404 ₫","29.580",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","15/06/2024","15/06/2024","19/06/2024","1","99.814.576 ₫","107.799.742 ₫","46.144",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/06/2024","10/06/2024","15/06/2024","1","122.492.292 ₫","122.492.292 ₫","61.428",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","10/06/2024","10/06/2024","14/06/2024","1","14.206.943 ₫","15.343.498 ₫","7.092",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","10/06/2024","10/06/2024","15/06/2024","1","39.988.380 ₫","43.187.450 ₫","23.070",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNPĐ-001","CÔNG TY ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA","31/05/2024","31/05/2024","06/06/2024","1","1.809 ₫","1.954 ₫","1",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","31/05/2024","31/05/2024","10/06/2024","1","63.973.422 ₫","69.091.296 ₫","30.098",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","31/05/2024","31/05/2024","04/06/2024","1","37.129.912 ₫","40.100.305 ₫","18.243",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","31/05/2024","31/05/2024","05/06/2024","3","153.303.468 ₫","153.303.468 ₫","74.592",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","31/05/2024","31/05/2024","04/06/2024","3","18.600.954 ₫","20.089.030 ₫","9.026",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-004","CÔNG TY TNHH HANA E&C","31/05/2024","31/05/2024","13/06/2024","1","5.356.182 ₫","5.784.677 ₫","2.683",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-005"," CÔNG TY CỔ PHẦN FTA E&C VIỆT NAM","31/05/2024","31/05/2024","08/06/2024","1","9.069.879 ₫","9.795.469 ₫","4.536",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","31/05/2024","31/05/2024","07/06/2024","3","72.412.650 ₫","78.205.662 ₫","41.340",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-002","CÔNG TY TNHH QUỐC TẾ THỊNH VƯỢNG","31/05/2024","31/05/2024","10/06/2024","1","7.148.073 ₫","7.719.919 ₫","3.642",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","31/05/2024","31/05/2024","04/06/2024","1","11.212.594 ₫","12.109.602 ₫","5.791",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","31/05/2024","31/05/2024","05/06/2024","2","112.334.776 ₫","121.321.558 ₫","55.304",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/05/2024","20/05/2024","25/04/2024","2","128.090.808 ₫","128.090.808 ₫","63.912",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","20/05/2024","20/05/2024","24/05/2024","2","16.985.569 ₫","18.344.415 ₫","8.391",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","20/05/2024","20/05/2024","27/05/2024","2","36.314.160 ₫","39.219.293 ₫","20.490",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","15/05/2024","15/05/2024","17/05/2024","1","87.686.824 ₫","94.701.770 ₫","43.536",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/05/2024","10/05/2024","15/04/2024","1","60.182.532 ₫","60.182.532 ₫","29.478",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","10/05/2024","10/05/2024","18/05/2024","1","14.483.262 ₫","15.641.923 ₫","7.088",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","10/05/2024","10/05/2024","15/05/2024","1","40.107.630 ₫","43.316.240 ₫","22.830",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","30/04/2024","30/04/2024","14/05/2024","1","54.261.047 ₫","58.601.931 ₫","25.733",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","30/04/2024","30/04/2024","06/05/2024","1","34.862.815 ₫","37.651.840 ₫","17.285",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","30/04/2024","30/04/2024","30/04/2024","3","122.971.752 ₫","122.971.752 ₫","61.668",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","30/04/2024","30/04/2024","11/05/2024","3","17.383.320 ₫","18.773.986 ₫","8.625",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-004","CÔNG TY TNHH HANA E&C","30/04/2024","30/04/2024","10/05/2024","1","1.660.619 ₫","1.793.469 ₫","861",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-005"," CÔNG TY CỔ PHẦN FTA E&C VIỆT NAM","30/04/2024","30/04/2024","09/05/2024","1","876.278 ₫","946.380 ₫","437",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","30/04/2024","30/04/2024","11/05/2025","3","37.710.480 ₫","40.727.318 ₫","21.060",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-002","CÔNG TY TNHH QUỐC TẾ THỊNH VƯỢNG","30/04/2024","30/04/2024","05/05/2024","1","6.840.350 ₫","7.387.578 ₫","3.550",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","30/04/2024","30/04/2024","04/05/2024","2","3.493.380 ₫","3.772.850 ₫","1.820",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","30/04/2024","30/04/2024","06/05/2024","1","191.079.564 ₫","206.365.929 ₫","94.356",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/04/2024","20/04/2024","25/04/2024","2","143.038.554 ₫","143.038.554 ₫","71.166",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","20/04/2024","20/04/2024","25/04/2024","2","16.344.467 ₫","17.652.024 ₫","8.093",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","20/04/2024","20/04/2024","25/04/2025","2","45.153.930 ₫","48.766.244 ₫","25.620",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-003","CÔNG TY TNHH ĐIỆN KHÍ JILI VIỆT NAM","16/04/2024","16/04/2024","20/04/2024","1","795.056 ₫","858.660 ₫","419",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/04/2024","10/04/2024","15/04/2024","1","108.861.246 ₫","108.861.246 ₫","54.834",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","10/04/2024","10/04/2024","15/04/2024","1","16.293.342 ₫","17.596.809 ₫","8.158",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","10/04/2024","10/04/2024","14/04/2024","1","44.076.030 ₫","47.602.112 ₫","24.720",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNPĐ-001","CÔNG TY ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA","03/04/2024","03/04/2024","08/04/2024","1","206.714 ₫","223.251 ₫","76",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","03/04/2024","31/03/2024","05/04/2024","1","39.570.768 ₫","42.736.429 ₫","18.792",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","03/04/2024","31/03/2024","06/04/2024","3","81.546.444 ₫","81.546.444 ₫","38.496",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","03/04/2024","31/03/2024","06/04/2024","3","18.748.876 ₫","20.248.786 ₫","9.129",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","31/03/2024","31/03/2024","05/04/2024","1","27.730.127 ₫","29.948.537 ₫","13.648",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","31/03/2024","31/03/2024","02/04/2024","3","69.677.490 ₫","75.251.689 ₫","40.050",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-002","CÔNG TY TNHH QUỐC TẾ THỊNH VƯỢNG","31/03/2024","31/03/2024","10/04/2024","2","4.890.218 ₫","5.281.435 ₫","2.452",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","31/03/2024","31/03/2024","03/04/2024","3","40.322.004 ₫","43.547.764 ₫","18.516",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/03/2024","20/03/2024","25/03/2024","2","59.379.924 ₫","59.379.924 ₫","28.356",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","20/03/2024","20/03/2024","21/03/2024","2","16.085.098 ₫","17.371.906 ₫","7.932",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","20/03/2024","20/03/2024","21/03/2024","2","62.605.710 ₫","67.614.167 ₫","36.450",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","20/03/2024","20/03/2024","25/03/2024","2","20.564.676 ₫","22.209.850 ₫","9.524",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/03/2024","10/03/2024","15/03/2024","1","67.716.642 ₫","67.716.642 ₫","31.938",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","10/03/2024","10/03/2024","18/03/2024","1","20.421.718 ₫","22.055.455 ₫","9.852",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNYM-002","CÔNG TY TNHH QUỐC TẾ THỊNH VƯỢNG","10/03/2024","10/03/2024","15/03/2024","1","1.969.556 ₫","2.127.120 ₫","969",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-001","CÔNG TY CỔ PHẦN CƠ KHÍ VNC","10/03/2024","10/03/2024","15/03/2024","1","57.723.840 ₫","62.341.747 ₫","33.300",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNYM-004","CÔNG TY CP THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS","10/03/2024","10/03/2024","15/03/2024","1","18.542.388 ₫","20.025.779 ₫","8.252",,"1","KCNYM","KCN Yên Mỹ, xã Yên Mỹ, tỉnh Hưng Yên"
"KCNPĐ-001","CÔNG TY ĐẦU TƯ PHÁT TRIỂN HẠ TẦNG VIGLACERA - CHI NHÁNH TỔNG CÔNG TY VIGLACERA","29/02/2024","29/02/2024","15/03/2024","1","2.054.528 ₫","2.218.890 ₫","1.097",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","29/02/2024","29/02/2024","15/03/2024","1","20.957.758 ₫","22.634.379 ₫","9.907",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","29/02/2024","29/02/2024","05/03/2024","1","16.483.726 ₫","17.802.424 ₫","8.304",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","29/02/2024","29/02/2024","05/03/2024","3","59.561.376 ₫","59.561.376 ₫","28.134",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","29/02/2024","29/02/2024","06/03/2024","3","13.080.695 ₫","14.127.151 ₫","6.405",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/02/2024","20/02/2024","25/02/2024","2","24.977.976 ₫","24.977.976 ₫","13.044",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","20/02/2024","20/02/2024","25/02/2024","2","7.735.735 ₫","8.354.594 ₫","4.120",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/02/2024","10/02/2024","15/02/2024","1","45.487.512 ₫","45.487.512 ₫","21.978",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","10/02/2024","10/02/2024","16/02/2024","1","10.643.410 ₫","11.494.883 ₫","5.385",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","31/01/2024","31/01/2024","02/02/2024","2","19.024.630 ₫","20.546.600 ₫","8.935",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","31/01/2024","31/01/2024","07/02/2024","1","26.918.350 ₫","29.071.818 ₫","13.190",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","31/01/2024","31/01/2024","05/02/2024","3","52.842.972 ₫","52.842.972 ₫","26.088",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","31/01/2024","31/01/2024","05/02/2024","3","22.788.978 ₫","24.612.096 ₫","11.117",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/01/2024","20/01/2024","25/01/2024","2","53.235.918 ₫","53.235.918 ₫","25.662",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","20/01/2024","20/01/2024","26/01/2024","2","21.987.470 ₫","23.746.468 ₫","10.605",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","10/01/2024","10/01/2024","15/01/2025","1","6.254.876 ₫","6.755.266 ₫","2.964",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/01/2024","10/01/2024","15/01/2024","1","42.965.424 ₫","42.965.424 ₫","21.306",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","10/01/2024","10/01/2024","13/01/2024","1","19.431.970 ₫","20.986.528 ₫","9.615",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNPĐ-002","CÔNG TY TNHH MAY MẶC AMP VIỆT NAM - PHONG ĐIỀN","31/12/2023","31/12/2023","09/01/2024","3","25.462.222 ₫","27.499.200 ₫","12.138",,"1","KCNPĐ","KCN Phong Điền, xã Phong Điền, Thành phố Huế"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","31/12/2023","31/12/2023","05/01/2024","1","24.805.165 ₫","26.789.578 ₫","12.030",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","31/12/2023","31/12/2023","31/12/2023","3","51.428.784 ₫","51.428.784 ₫","24.786",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","31/12/2023","31/12/2023","13/01/2024","3","22.560.811 ₫","24.365.676 ₫","10.939",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","20/12/2023","20/12/2023","25/12/2023","2","50.280.366 ₫","50.280.366 ₫","24.564",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","20/12/2023","20/12/2023","24/12/2023","2","18.861.842 ₫","20.370.789 ₫","9.373",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-002","CÔNG TY TNHH VẢI TÚI KHÍ ASAHI KASEI VIỆT NAM","10/12/2023","10/12/2023","15/12/2023","1","55.335.846 ₫","55.335.846 ₫","26.754",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-003","CÔNG TY CỔ PHẦN CƠ ĐIỆN HỢP LỰC","10/12/2023","10/12/2023","17/12/2023","1","17.922.396 ₫","19.356.188 ₫","8.794",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
"KCNTH-001","CÔNG TY ĐẦU TƯ HẠ TẦNG VÀ ĐÔ THỊ VIGLACERA - CN TỔNG CT VIGLACERA - CTCP	","30/11/2023","30/11/2023","07/12/2023","1","19.025.315 ₫","20.547.340 ₫","9.353",,"1","KCNTH","KCN Tiền Hải, xã Tiền Hải, tỉnh Hưng Yên"
